participant_id,age,av_disclose_performance,av_reduce_injuries,av_report_safety,av_school_zone,av_share_data,av_speed_limit,av_two_drivers,bikegph_member,bikepgh_position,bikepgh_should_advocate,elaborate_bikepgh_position,end_date,familiar_av_tech,feel_safe_avs,feel_safe_cars,herzberg_death_change_opinion,interacted_av_biking,interacted_av_walking,interaction_details,negative_av_interaction,other_av_regulations,other_comments,own_car,own_smartphone,paying_attention_av_news,positive_av_interaction,regulate_av_testing,start_date,thoughts_pgh_av_testing,year,zipcode
286,,,Maybe,,No,Yes,Not sure,,,No Opinion,Disagree,,02/23/2017 1:02:12 PM PST,Mostly Unfamiliar,3.0,3.0,,Yes,Yes,I was making a left hand turn on my bike and the AV was coming up the street in the oncoming traffic lane.   I was in a crosswalk that wasn't at a stoplight and the AV was coming up the street at me.,,,,,,To some extent,,Yes,02/23/2017 12:59:07 PM PST,Somewhat Approve,2017,15213
287,,,Yes,,No,Yes,No,,,Actively Support,Neutral,The greatest threat to me on a bicycle is someone acting like and asshome and someone simply not seeing me (no matter how brightly my lights flash).  AVs eliminate both of those issues.  I can not support them enough.,02/23/2017 1:04:37 PM PST,Extremely familiar,5.0,3.0,,Yes,Yes,"Always while walking or biking along Fifth Ave between Penn and Craig.  I appreciate how predictable and even ""tempered"" the AVs are.  They don't rage accelerate around you like a douchebag.",,,I genuinely look forward to the dawn of AVs and the reduction of human drivers on the road.,,,To a large extent,,No,02/23/2017 12:59:30 PM PST,Approve,2017,15208
288,,,Yes,,No,Yes,Yes,,,Actively Support,Neutral,Supporting each other is crucial to public safety. It also advances this city's reputation as world-class in innovation and 21st Century progress.,02/23/2017 1:06:11 PM PST,Somewhat familiar,0.0,4.0,,No,No,,,,I signed up to be a test passenger but never got the opportunity.,,,To a large extent,,Yes,02/23/2017 1:00:18 PM PST,Approve,2017,15220
289,,,Yes,,No,Yes,Yes,,,Actively Support,Neutral,"AV's don't get angry, have infinite patience, and won't buzz cyclists.",02/23/2017 1:31:39 PM PST,Extremely familiar,5.0,3.0,,Yes,No,Uber AV's are smooth and predictable when operating autonomously. The only additional situational awareness needed when riding behind one is to be aware that they can react to situations on side streets and sidewalks differently than typical human drivers.,,Testing regulations should wait until AV technology is more mature,,,,To a large extent,,Not sure,02/23/2017 1:00:48 PM PST,Approve,2017,15201
290,,,Maybe,,Not sure,Not sure,Not sure,,,No Opinion,Neutral,,02/23/2017 1:03:41 PM PST,Not familiar at all,3.0,3.0,,No,No,,,,,,,Not at all,,Yes,02/23/2017 1:01:11 PM PST,Neutral,2017,15220
291,,,Not sure,,Not sure,Yes,Yes,,,Neither Support nor Oppose,Neutral,,02/23/2017 1:03:25 PM PST,Mostly Unfamiliar,3.0,3.0,,No,Not sure,,,,,,,To some extent,,Yes,02/23/2017 1:01:45 PM PST,Somewhat Approve,2017,15301
292,,,Maybe,,Not sure,Yes,Yes,,,Actively Oppose,Neutral,Jagoff AV tried to turn into me...,03/07/2017 9:23:04 AM PST,Somewhat familiar,2.0,4.0,,Yes,Yes,"I had no negative interactions as a pedestrian.  On bicycle, once I was at a stop sign turning straight. An AV came up to the left side of me while I was stopped. When I proceeded forward, the AV started turning right (into me). I was not hit, but ""they"" told me AVs would be safer!",,Safety first,,,,Not at all,,Not sure,02/23/2017 1:05:47 PM PST,Somewhat Disapprove,2017,15289
293,,,No,,Yes,Not sure,Yes,,,Neither Support nor Oppose,Neutral,"Hey guys: got to study your grammar: look at the multiple choice that says:  ""Is this an advocacy issue that BikePGH should dedicate resources to?""   Now look at the choices. OK? They only make sense if the opening statement is NOT phrased as a question. It should begin: ""This is an advocacy...etc""   Otherwise people are going be guessing what's meant. Dig it? Your asking people do they agree/disagree with a question: it must be a statement.   Hope this helps...  ",02/23/2017 1:32:39 PM PST,Somewhat familiar,1.0,1.0,,Not sure,Not sure,"You know, it might be good to describe what AV's are before asking these questions, to say nothing of the PR statement that was made on their behalf on the opening page! Seems somebody's too in love with AV's that's connected to this questionaire.",,require all passengers to be stark naked. Hey! Next question is improperly worded! Who's minding the store!!!,"I'll share this observation: I find the movement toward these vehicle a narcissistic and blind creation of the computer experts and futurists, all at the expense of the environment and basic infrastructure. For me the movement is blind alley and the cars themselves will be a distraction and a nuisance.....and possibly a danger. I'm completely opposed but don't expect Bike Pittsbugh to be since you've shown you need to be on everybody's good side. That's fine on one level but kind of lame on another. It's amazing to me this movement ever got off the ground, given the basic fact that people love to drive cars. Then again, just look at your introductory statement....I think you'd be well advised to seem a little bit more unbiased when introducing a survey. Here it seems like you're manipulating the outcome in favor the cars by some of what's said in the intro.",,,To some extent,,Yes,02/23/2017 1:07:09 PM PST,Disapprove,2017,15224
294,,,Yes,,Not sure,Yes,Not sure,,,Neither Support nor Oppose,Agree,,02/23/2017 1:09:07 PM PST,Mostly Unfamiliar,0.0,2.0,,No,No,,,,,,,To a moderate extent,,Not sure,02/23/2017 1:07:23 PM PST,Neutral,2017,15212
295,,,Yes,,Not sure,Yes,Yes,,,Actively Support,Agree,"Humans are easily distracted by smart phones and can be impatient in traffic situations, so having AVs on the road may add some safety and rpredictability, like herd dogs.",02/23/2017 1:15:53 PM PST,Not familiar at all,4.0,1.0,,Yes,Not sure,"The driver waved me through the intersection, allowing me to turn left while the AV waited ... not sure how the AV would know to honor the ""Pittsburgh "" otherwise.",,Pass a test to recognize various sized bikes,,,,To some extent,,Yes,02/23/2017 1:09:31 PM PST,Approve,2017,15206
296,,,Yes,,No,No,Yes,,,Actively Support,Agree,"Have a say on where and when they are on the road, speeds that limit them in schoolareas or more populated areas.",02/23/2017 1:20:46 PM PST,Somewhat familiar,0.0,0.0,,No,No,,,A way to enforce bikers from going the wrong way. Punishment,"Progress is a hit or miss look how long bike lanes took,its the future they will be here where you like it or not be active and see to it that bikers and others are safe.",,,To a moderate extent,,Yes,02/23/2017 1:12:03 PM PST,Somewhat Approve,2017,15129
297,,,Maybe,,Yes,Yes,Yes,,,Neither Support nor Oppose,Disagree,,02/23/2017 1:14:26 PM PST,Somewhat familiar,2.0,3.0,,Yes,Yes,,,,,,,To a large extent,,Yes,02/23/2017 1:12:24 PM PST,Somewhat Disapprove,2017,15209
298,,,Yes,,No,No,No,,,Neither Support nor Oppose,Neutral,"I am convinced that autonomous vehicles will be safer than cars driven by humans.  We may not be there yet, but we aren't far.  The companies making these vehicles will be subject to intense scrutiny and regulation by organizations with far more resources and far more information than Bike Pittsburgh.",02/23/2017 1:30:31 PM PST,Mostly familiar,4.0,2.0,,Yes,Yes,"They are no different than any other driver, except that the AV pays closer attention to its driving",,No,No,,,To a large extent,,No,02/23/2017 1:12:56 PM PST,Approve,2017,15238
299,,,Yes,,Not sure,Yes,Yes,,,Actively Support,Neutral,"BikePGH is dedicated to bikes first and foremost, but I do believe that BikePGH should be a champion for and ally to an assortment of non-traditional modes of transportation.  Supporting research and thoughtful regulation on one mode of transportation can only seek to strengthen the infrastructure of all modes of transportation.",02/23/2017 1:17:03 PM PST,Somewhat familiar,4.0,3.0,,Yes,Yes,So far anytime I have seen them they seem to behave the same as I expect a manned vehicle to behave.,,,,,,To some extent,,Yes,02/23/2017 1:13:14 PM PST,Approve,2017,15228
300,,,Yes,,No,No,No,,,Actively Support,Agree,Human drivers pose an immediate risk to cyclists,02/23/2017 1:16:05 PM PST,Mostly Unfamiliar,5.0,3.0,,Yes,Yes,The vehicles followed all traffic protocols,,Hands off,,,,To a moderate extent,,No,02/23/2017 1:13:56 PM PST,Approve,2017,15206
301,,,Yes,,No,No,No,,,Neither Support nor Oppose,Neutral,I approve of the technology and I also love bikes...But I don't see the overlap between the two.,02/23/2017 1:19:15 PM PST,Mostly Unfamiliar,4.0,3.0,,Yes,Not sure,I was riding through the strip district and had one pass me on the road. ,,,,,,To a moderate extent,,Not sure,02/23/2017 1:14:45 PM PST,Approve,2017,15217
302,,,Yes,,No,Not sure,No,,,Neither Support nor Oppose,Neutral,,02/23/2017 1:22:30 PM PST,Mostly familiar,5.0,3.0,,No,No,,,,,,,To a moderate extent,,Yes,02/23/2017 1:19:58 PM PST,Approve,2017,15217
303,,,,,,,,,,,,,02/25/2017 1:25:23 PM PST,,,,,,,,,,,,,,,,02/23/2017 1:20:29 PM PST,,2017,
304,,,Maybe,,Not sure,Yes,Yes,,,Actively Support,Agree,"Support it's sane roll out. It's great Pittsburgh has been selected for something. Advocate for Uber's fair treatment of employees and contractors (given all the news).  Prioritize safety by slow roll out, sane roll out, public access to data or at least government access to data.  Advocate for human in the driver seat for a long time to build up peace of mind.  Prioritize getting cars off the road because alternatives truly work better (car stuck in traffic and bus / subway zoom along, or faster to get there by bike and a great place to park a bike close by covered from the elements). Run an ad campaign: Bike Pittsburgh -- working to get other cars off the road so your drive will be quick and pleasant.  ",02/23/2017 1:52:37 PM PST,Mostly familiar,3.0,3.0,,Not sure,Not sure,"I see Uber cars everyday, but I don't know if they are driving in AV mode or if the people are operating them. How to tell?  Mostly, normal. The only odd thing I saw was a right turn from 2nd to Hot Metal Bridge where the car ""delayed"" making the turn. Other cars cut that turn (since the curb is cut back into a smooth arc), and the Uber car acted like it was a normal curb and made a sharper right hand turn.  That said, it all worked out fine.",,"Reduce parking, prioritize bus traffic on street, prioritize commercial deliveries, install high bandwidth network everywhere and incentivize its use to reduce vehicle load on streets. More bike lanes.","AV is an easy thing to target, but hard to talk about outside of the full context of mobility in the city and county.  Good alternatives to help out seniors and kids. Understanding why people use the modes they do. If I'm ever in a car, I prefer a different mode. I'm in a car because of safety relative to bike / walk, or inconvenience of bus routes and timing.  My favorite transit living in another town was 1. Delivery -- almost everything came to us. 2. Network -- the better the network (meaning both wire, and services to connect the endpoints (Skype and better)), the less I needed to move about (work, doctors, ...). That left moving about by choice.  Thanks for all you do.",,,To a moderate extent,,Yes,02/23/2017 1:21:44 PM PST,Approve,2017,15203
305,,,Yes,,No,Not sure,No,,,Actively Support,Agree,No AV will ever get pissed at a rider and actively try to run them off the road. This has happened to friends of mine. ,02/23/2017 1:27:20 PM PST,Extremely familiar,4.0,2.0,,No,Yes,AV was as safe or safer than a human driver,,,,,,To a large extent,,Yes,02/23/2017 1:25:23 PM PST,Approve,2017,15219
306,,,Maybe,,Not sure,Yes,Yes,,,Neither Support nor Oppose,Agree,We need to see how this goes as the practice evolves.,02/23/2017 1:37:09 PM PST,Mostly Unfamiliar,4.0,4.0,,Not sure,No,"I was bicycling on Liberty Ave. downtown when I needed to turn left and positioned myself in the left lane. As I approached (came up even with) a car that was in the right lane, that car rather suddenly stopped. I thought the driver looked surprised. (I was!) I got the feeling that the car was being more careful than most drivers would be.",,no,no,,,To a moderate extent,,Yes,02/23/2017 1:26:42 PM PST,Somewhat Approve,2017,15212
307,,,Yes,,No,Yes,Not sure,,,Neither Support nor Oppose,Neutral,,02/23/2017 1:32:05 PM PST,Somewhat familiar,4.0,3.0,,No,Yes,Crossing the street in Bloomfield. The vehicle was fine.,,,"I support AVs. They have enormous potential and, once tested, are much less likely to cause me a problem when riding my bike. That being said I don't think Bike Pittsburgh's mission should be to oppose or support them at this time.",,,To a moderate extent,,Not sure,02/23/2017 1:26:47 PM PST,Approve,2017,15217
308,,,Yes,,Yes,Yes,Yes,,,Actively Support,Strongly Agree,,02/23/2017 1:40:53 PM PST,Somewhat familiar,0.0,5.0,,No,No,,,,,,,To some extent,,Yes,02/23/2017 1:36:48 PM PST,Approve,2017,15801
309,,,Yes,,Yes,Yes,Yes,,,Neither Support nor Oppose,Agree,I feel that we need to have a voice for the biking Community. There needs to be someone that chimes in as needed so that the biking Community as a whole is heard.,02/23/2017 1:41:18 PM PST,Mostly familiar,3.0,2.0,,Yes,Yes,"I did not have an issue. In fact, the vehicle stopped better than an actual driver would stop. However we must keep in mind that there's still a pilot or co-pilot with the vehicles even though it's an automated driving system.",,,,,,To a large extent,,Yes,02/23/2017 1:37:15 PM PST,Somewhat Approve,2017,15205
